This file is for use in the GLEON Bayesian Modeling Workshop December 2017. The data are not for further distribution and shall not be used for any other purpose without first contacting Kathleen Weathers (weathersk@caryinstitute.org) and her colleagues.,,,,,,,,,,,,
,,,,,,,,,,,,
datetime,year,date,time,dayofyr,coffin,fichter,newbury,midge,coffin_flag,fichter_flag,newbury_flag,midge_flag
7/13/2006 18:00,2006,7/13/2006,18:00:00,194,NA,NA,NA,23.72,,,,
7/13/2006 19:00,2006,7/13/2006,19:00:00,194,NA,NA,NA,23.89,,,,
7/13/2006 20:00,2006,7/13/2006,20:00:00,194,NA,NA,NA,23.89,,,,
7/13/2006 21:00,2006,7/13/2006,21:00:00,194,NA,NA,NA,24.06,,,,
7/13/2006 22:00,2006,7/13/2006,22:00:00,194,NA,NA,NA,24.24,,,,
7/13/2006 23:00,2006,7/13/2006,23:00:00,194,NA,NA,NA,24.06,,,,
7/14/2006 0:00,2006,7/14/2006,0:00:00,195,NA,NA,NA,24.06,,,,
7/14/2006 1:00,2006,7/14/2006,1:00:00,195,NA,NA,NA,23.89,,,,
7/14/2006 2:00,2006,7/14/2006,2:00:00,195,NA,NA,NA,23.89,,,,
7/14/2006 3:00,2006,7/14/2006,3:00:00,195,NA,NA,NA,23.72,,,,
7/14/2006 4:00,2006,7/14/2006,4:00:00,195,NA,NA,NA,23.72,,,,
7/14/2006 5:00,2006,7/14/2006,5:00:00,195,NA,NA,NA,23.72,,,,
7/14/2006 6:00,2006,7/14/2006,6:00:00,195,NA,NA,NA,23.55,,,,
7/14/2006 7:00,2006,7/14/2006,7:00:00,195,NA,NA,NA,23.55,,,,
7/14/2006 8:00,2006,7/14/2006,8:00:00,195,NA,NA,NA,23.72,,,,
7/14/2006 9:00,2006,7/14/2006,9:00:00,195,NA,NA,NA,23.72,,,,
7/14/2006 10:00,2006,7/14/2006,10:00:00,195,NA,NA,NA,23.72,,,,
7/14/2006 11:00,2006,7/14/2006,11:00:00,195,NA,NA,NA,23.72,,,,
7/14/2006 12:00,2006,7/14/2006,12:00:00,195,NA,NA,NA,23.89,,,,
7/14/2006 13:00,2006,7/14/2006,13:00:00,195,NA,NA,NA,24.24,,,,
7/14/2006 14:00,2006,7/14/2006,14:00:00,195,NA,NA,NA,24.41,,,,
7/14/2006 15:00,2006,7/14/2006,15:00:00,195,NA,NA,NA,24.76,,,,
7/14/2006 16:00,2006,7/14/2006,16:00:00,195,NA,NA,NA,24.93,,,,
7/14/2006 17:00,2006,7/14/2006,17:00:00,195,NA,NA,NA,25.11,,,,
7/14/2006 18:00,2006,7/14/2006,18:00:00,195,NA,NA,NA,25.45,,,,
7/14/2006 19:00,2006,7/14/2006,19:00:00,195,NA,NA,NA,25.45,,,,
7/14/2006 20:00,2006,7/14/2006,20:00:00,195,NA,NA,NA,25.45,,,,
7/14/2006 21:00,2006,7/14/2006,21:00:00,195,NA,NA,NA,25.11,,,,
7/14/2006 22:00,2006,7/14/2006,22:00:00,195,NA,NA,NA,25.11,,,,
7/14/2006 23:00,2006,7/14/2006,23:00:00,195,NA,NA,NA,24.24,,,,
7/15/2006 0:00,2006,7/15/2006,0:00:00,196,NA,NA,NA,24.24,,,,
7/15/2006 1:00,2006,7/15/2006,1:00:00,196,NA,NA,NA,24.06,,,,
7/15/2006 2:00,2006,7/15/2006,2:00:00,196,NA,NA,NA,23.89,,,,
7/15/2006 3:00,2006,7/15/2006,3:00:00,196,NA,NA,NA,24.06,,,,
7/15/2006 4:00,2006,7/15/2006,4:00:00,196,NA,NA,NA,24.06,,,,
7/15/2006 5:00,2006,7/15/2006,5:00:00,196,NA,NA,NA,24.06,,,,
7/15/2006 6:00,2006,7/15/2006,6:00:00,196,NA,NA,NA,24.06,,,,
7/15/2006 7:00,2006,7/15/2006,7:00:00,196,NA,NA,NA,24.24,,,,
7/15/2006 8:00,2006,7/15/2006,8:00:00,196,NA,NA,NA,24.06,,,,
7/15/2006 9:00,2006,7/15/2006,9:00:00,196,NA,NA,NA,24.06,,,,
7/15/2006 10:00,2006,7/15/2006,10:00:00,196,NA,NA,NA,24.24,,,,
7/15/2006 11:00,2006,7/15/2006,11:00:00,196,NA,NA,NA,24.24,,,,
7/15/2006 12:00,2006,7/15/2006,12:00:00,196,NA,NA,NA,24.24,,,,
7/15/2006 13:00,2006,7/15/2006,13:00:00,196,NA,NA,NA,24.24,,,,
7/15/2006 14:00,2006,7/15/2006,14:00:00,196,NA,NA,NA,24.41,,,,
7/15/2006 15:00,2006,7/15/2006,15:00:00,196,NA,NA,NA,24.58,,,,
7/15/2006 16:00,2006,7/15/2006,16:00:00,196,NA,NA,NA,24.76,,,,
7/15/2006 17:00,2006,7/15/2006,17:00:00,196,NA,NA,NA,25.11,,,,
7/15/2006 18:00,2006,7/15/2006,18:00:00,196,NA,NA,NA,25.45,,,,
7/15/2006 19:00,2006,7/15/2006,19:00:00,196,NA,NA,NA,25.45,,,,
7/15/2006 20:00,2006,7/15/2006,20:00:00,196,NA,NA,NA,25.45,,,,
7/15/2006 21:00,2006,7/15/2006,21:00:00,196,NA,NA,NA,25.45,,,,
7/15/2006 22:00,2006,7/15/2006,22:00:00,196,NA,NA,NA,25.28,,,,
7/15/2006 23:00,2006,7/15/2006,23:00:00,196,NA,NA,NA,25.28,,,,
7/16/2006 0:00,2006,7/16/2006,0:00:00,197,NA,NA,NA,25.28,,,,
7/16/2006 1:00,2006,7/16/2006,1:00:00,197,NA,NA,NA,25.28,,,,
7/16/2006 2:00,2006,7/16/2006,2:00:00,197,NA,NA,NA,25.11,,,,
7/16/2006 3:00,2006,7/16/2006,3:00:00,197,NA,NA,NA,25.11,,,,
7/16/2006 4:00,2006,7/16/2006,4:00:00,197,NA,NA,NA,25.11,,,,
7/16/2006 5:00,2006,7/16/2006,5:00:00,197,NA,NA,NA,25.11,,,,
7/16/2006 6:00,2006,7/16/2006,6:00:00,197,NA,NA,NA,25.11,,,,
7/16/2006 7:00,2006,7/16/2006,7:00:00,197,NA,NA,NA,24.93,,,,
7/16/2006 8:00,2006,7/16/2006,8:00:00,197,NA,NA,NA,25.11,,,,
7/16/2006 9:00,2006,7/16/2006,9:00:00,197,NA,NA,NA,25.11,,,,
7/16/2006 10:00,2006,7/16/2006,10:00:00,197,NA,NA,NA,25.28,,,,
7/16/2006 11:00,2006,7/16/2006,11:00:00,197,NA,NA,NA,25.28,,,,
7/16/2006 12:00,2006,7/16/2006,12:00:00,197,NA,NA,NA,25.45,,,,
7/16/2006 13:00,2006,7/16/2006,13:00:00,197,NA,NA,NA,25.62,,,,
7/16/2006 14:00,2006,7/16/2006,14:00:00,197,NA,NA,NA,25.79,,,,
7/16/2006 15:00,2006,7/16/2006,15:00:00,197,NA,NA,NA,25.97,,,,
7/16/2006 16:00,2006,7/16/2006,16:00:00,197,NA,NA,NA,26.14,,,,
7/16/2006 17:00,2006,7/16/2006,17:00:00,197,NA,NA,NA,26.32,,,,
7/16/2006 18:00,2006,7/16/2006,18:00:00,197,NA,NA,NA,25.79,,,,
7/16/2006 19:00,2006,7/16/2006,19:00:00,197,NA,NA,NA,25.97,,,,
7/16/2006 20:00,2006,7/16/2006,20:00:00,197,NA,NA,NA,24.93,,,,
7/16/2006 21:00,2006,7/16/2006,21:00:00,197,NA,NA,NA,24.06,,,,
7/16/2006 22:00,2006,7/16/2006,22:00:00,197,NA,NA,NA,24.24,,,,
7/16/2006 23:00,2006,7/16/2006,23:00:00,197,NA,NA,NA,24.24,,,,
7/17/2006 0:00,2006,7/17/2006,0:00:00,198,NA,NA,NA,24.58,,,,
7/17/2006 1:00,2006,7/17/2006,1:00:00,198,NA,NA,NA,24.93,,,,
7/17/2006 2:00,2006,7/17/2006,2:00:00,198,NA,NA,NA,24.58,,,,
7/17/2006 3:00,2006,7/17/2006,3:00:00,198,NA,NA,NA,25.11,,,,
7/17/2006 4:00,2006,7/17/2006,4:00:00,198,NA,NA,NA,24.93,,,,
7/17/2006 5:00,2006,7/17/2006,5:00:00,198,NA,NA,NA,24.41,,,,
7/17/2006 6:00,2006,7/17/2006,6:00:00,198,NA,NA,NA,24.06,,,,
7/17/2006 7:00,2006,7/17/2006,7:00:00,198,NA,NA,NA,24.24,,,,
7/17/2006 8:00,2006,7/17/2006,8:00:00,198,NA,NA,NA,23.72,,,,
7/17/2006 9:00,2006,7/17/2006,9:00:00,198,NA,NA,NA,24.06,,,,
7/17/2006 10:00,2006,7/17/2006,10:00:00,198,NA,NA,NA,24.06,,,,
7/17/2006 11:00,2006,7/17/2006,11:00:00,198,NA,NA,NA,24.24,,,,
7/17/2006 12:00,2006,7/17/2006,12:00:00,198,NA,NA,NA,24.93,,,,
7/17/2006 13:00,2006,7/17/2006,13:00:00,198,NA,NA,NA,25.79,,,,
7/17/2006 14:00,2006,7/17/2006,14:00:00,198,NA,NA,NA,26.14,,,,
7/17/2006 15:00,2006,7/17/2006,15:00:00,198,NA,NA,NA,26.67,,,,
7/17/2006 16:00,2006,7/17/2006,16:00:00,198,NA,NA,NA,26.14,,,,
7/17/2006 17:00,2006,7/17/2006,17:00:00,198,NA,NA,NA,26.32,,,,
7/17/2006 18:00,2006,7/17/2006,18:00:00,198,NA,NA,NA,26.67,,,,
7/17/2006 19:00,2006,7/17/2006,19:00:00,198,NA,NA,NA,27.92,,,,
7/17/2006 20:00,2006,7/17/2006,20:00:00,198,NA,NA,NA,27.92,,,,
7/17/2006 21:00,2006,7/17/2006,21:00:00,198,NA,NA,NA,27.38,,,,
7/17/2006 22:00,2006,7/17/2006,22:00:00,198,NA,NA,NA,27.38,,,,
7/17/2006 23:00,2006,7/17/2006,23:00:00,198,NA,NA,NA,27.38,,,,
7/18/2006 0:00,2006,7/18/2006,0:00:00,199,NA,NA,NA,26.32,,,,
7/18/2006 1:00,2006,7/18/2006,1:00:00,199,NA,NA,NA,27.02,,,,
7/18/2006 2:00,2006,7/18/2006,2:00:00,199,NA,NA,NA,27.02,,,,
7/18/2006 3:00,2006,7/18/2006,3:00:00,199,NA,NA,NA,27.38,,,,
7/18/2006 4:00,2006,7/18/2006,4:00:00,199,NA,NA,NA,27.38,,,,
7/18/2006 5:00,2006,7/18/2006,5:00:00,199,NA,NA,NA,27.02,,,,
7/18/2006 6:00,2006,7/18/2006,6:00:00,199,NA,NA,NA,27.2,,,,
7/18/2006 7:00,2006,7/18/2006,7:00:00,199,NA,NA,NA,27.2,,,,
7/18/2006 8:00,2006,7/18/2006,8:00:00,199,NA,NA,NA,27.2,,,,
7/18/2006 9:00,2006,7/18/2006,9:00:00,199,NA,NA,NA,27.38,,,,
7/18/2006 10:00,2006,7/18/2006,10:00:00,199,NA,NA,NA,27.38,,,,
7/18/2006 11:00,2006,7/18/2006,11:00:00,199,NA,NA,NA,27.38,,,,
7/18/2006 12:00,2006,7/18/2006,12:00:00,199,NA,NA,NA,27.56,,,,
7/18/2006 13:00,2006,7/18/2006,13:00:00,199,NA,NA,NA,27.56,,,,
7/18/2006 14:00,2006,7/18/2006,14:00:00,199,NA,NA,NA,27.74,,,,
7/18/2006 15:00,2006,7/18/2006,15:00:00,199,NA,NA,NA,27.92,,,,
7/18/2006 16:00,2006,7/18/2006,16:00:00,199,NA,NA,NA,28.09,,,,
7/18/2006 17:00,2006,7/18/2006,17:00:00,199,NA,NA,NA,27.92,,,,
7/18/2006 18:00,2006,7/18/2006,18:00:00,199,NA,NA,NA,27.92,,,,
7/18/2006 19:00,2006,7/18/2006,19:00:00,199,NA,NA,NA,27.92,,,,
7/18/2006 20:00,2006,7/18/2006,20:00:00,199,NA,NA,NA,27.74,,,,
7/18/2006 21:00,2006,7/18/2006,21:00:00,199,NA,NA,NA,27.74,,,,
7/18/2006 22:00,2006,7/18/2006,22:00:00,199,NA,NA,NA,27.74,,,,
7/18/2006 23:00,2006,7/18/2006,23:00:00,199,NA,NA,NA,27.74,,,,
7/19/2006 0:00,2006,7/19/2006,0:00:00,200,NA,NA,NA,27.56,,,,
7/19/2006 1:00,2006,7/19/2006,1:00:00,200,NA,NA,NA,27.56,,,,
7/19/2006 2:00,2006,7/19/2006,2:00:00,200,NA,NA,NA,27.38,,,,
7/19/2006 3:00,2006,7/19/2006,3:00:00,200,NA,NA,NA,27.2,,,,
7/19/2006 4:00,2006,7/19/2006,4:00:00,200,NA,NA,NA,27.02,,,,
7/19/2006 5:00,2006,7/19/2006,5:00:00,200,NA,NA,NA,26.67,,,,
7/19/2006 6:00,2006,7/19/2006,6:00:00,200,NA,NA,NA,26.49,,,,
