"","year","week","site","wtr_temp_max","wtr_temp_mean","wtr_temp_median","wtr_temp_min","obs"
"592",2015,26,"coffin",22.48,20.4116071428571,20.33,19.36,168
"593",2015,27,"coffin",22.31,20.6559523809524,20.49,19.52,168
"594",2015,28,"coffin",24.52,22.6634523809524,22.48,21.31,168
"595",2015,29,"coffin",24.35,22.977619047619,22.98,22.31,168
"596",2015,30,"coffin",24.87,23.3870833333333,23.14,22.31,168
"597",2015,31,"coffin",25.22,23.9184523809524,23.83,23.32,168
"598",2015,32,"coffin",24.35,23.3214285714286,23.32,22.64,168
"599",2015,33,"coffin",25.92,23.6159523809524,23.49,22.31,168
"600",2015,34,"coffin",25.74,24.7966071428571,24.69,23.83,168
"601",2015,35,"coffin",24.35,23.2997619047619,23.32,22.48,168
"602",2015,36,"coffin",24.69,23.6467261904762,23.66,22.81,168
"603",2015,37,"coffin",24,22.5639285714286,22.64,21.14,168
"604",2015,38,"coffin",22.48,21.2982738095238,21.31,19.84,168
"605",2015,39,"coffin",NA,NA,NA,NA,9
"606",2015,23,"fichter",18.23,16.0069696969697,15.84,14.89,132
"607",2015,24,"fichter",20.01,18.2375595238095,18.07,17.11,168
"608",2015,25,"fichter",21.65,19.7633333333333,19.765,18.39,168
"609",2015,26,"fichter",21.98,20.3317857142857,20.33,19.04,168
"610",2015,27,"fichter",22.65,20.7705952380952,20.66,19.36,168
"611",2015,28,"fichter",24.36,22.2845833333333,22.15,21.15,168
"612",2015,29,"fichter",25.22,22.8932738095238,22.65,21.48,168
"613",2015,30,"fichter",25.05,23.2183333333333,23.15,22.65,168
"614",2015,31,"fichter",25.74,24.3344642857143,24.18,23.49,168
"615",2015,32,"fichter",24.88,23.3804166666667,23.32,22.65,168
"616",2015,33,"fichter",26.79,24.0447619047619,23.83,22.65,168
"617",2015,34,"fichter",25.39,23.9154166666667,23.83,23.15,168
"618",2015,35,"fichter",24.36,23.1711904761905,23.15,22.48,168
"619",2015,36,"fichter",25.39,24.0679761904762,24.01,23.32,168
"620",2015,37,"fichter",24.7,22.5502380952381,22.565,20.99,168
"621",2015,38,"fichter",24.01,21.3842261904762,21.48,20.01,168
"622",2015,39,"fichter",NA,NA,NA,NA,9
"623",2015,23,"midge",18.86,17.1184848484848,17.09,15.98,132
"624",2015,24,"midge",20.16,18.8657142857143,18.69,17.89,168
"625",2015,25,"midge",21.63,20.341369047619,20.32,18.69,168
"626",2015,26,"midge",21.97,20.6535714285714,20.64,19.51,168
"627",2015,27,"midge",22.97,21.3440476190476,21.13,19.99,168
"628",2015,28,"midge",24.52,23.2557738095238,23.31,22.13,168
"629",2015,29,"midge",25.21,23.7730357142857,23.66,22.3,168
"630",2015,30,"midge",25.91,23.6614880952381,23.66,22.81,168
"631",2015,31,"midge",25.91,25.1341666666667,25.125,24.34,168
"632",2015,32,"midge",24.69,23.703869047619,23.66,23.14,168
"633",2015,33,"midge",26.61,24.4658928571429,24.17,22.97,168
"634",2015,34,"midge",26.26,24.9116071428571,24.87,24,168
"635",2015,35,"midge",24.69,23.8689285714286,23.83,23.31,168
"636",2015,36,"midge",25.56,24.1166666666667,24.17,22.97,168
"637",2015,37,"midge",25.04,22.9443452380952,22.63,21.47,168
"638",2015,38,"midge",23.48,21.9892261904762,22.3,20.48,168
"639",2015,39,"midge",NA,NA,NA,NA,9
"640",2015,23,"newbury",17.91,15.1079545454545,15.04,13.49,132
"641",2015,24,"newbury",20.67,18.1456547619048,18.07,14.57,168
"642",2015,25,"newbury",21.33,19.6577976190476,19.69,17.75,168
"643",2015,26,"newbury",21.99,19.211130952381,19.86,14.89,168
"644",2015,27,"newbury",22.66,20.4992261904762,20.67,16.95,168
"645",2015,28,"newbury",23.68,22.1170833333333,21.99,21.16,168
"646",2015,29,"newbury",24.54,22.9210119047619,22.575,21.49,168
"647",2015,30,"newbury",25.93,23.4944047619048,23.51,22.33,168
"648",2015,31,"newbury",25.76,24.507619047619,24.54,23.51,168
"649",2015,32,"newbury",24.54,23.6493452380952,23.68,22.66,168
"650",2015,33,"newbury",26.11,24.3454761904762,24.19,22.99,168
"651",2015,34,"newbury",24.19,23.611130952381,23.68,22.66,168
"652",2015,35,"newbury",24.72,23.646130952381,23.595,22.83,168
"653",2015,36,"newbury",25.24,24.2235714285714,24.19,23.16,168
"654",2015,37,"newbury",24.19,22.3780952380952,22.49,19.21,168
"655",2015,38,"newbury",23.33,21.3229761904762,21.16,20.02,168
"656",2015,39,"newbury",NA,NA,NA,NA,9
"657",2016,22,"coffin",NA,NA,NA,NA,0
"658",2016,23,"coffin",21.48,19.0121428571429,19.6,11.47,154
"659",2016,24,"coffin",17.9,15.3802976190476,15.36,13.18,168
"660",2016,25,"coffin",20.33,18.5760714285714,18.71,16.78,168
"661",2016,26,"coffin",23.32,21.58375,21.81,19.03,168
"662",2016,27,"coffin",23.83,21.9739285714286,21.98,18.71,168
"663",2016,28,"coffin",23.66,22.103869047619,21.98,20.98,168
"664",2016,29,"coffin",24.18,23.1522023809524,23.14,22.31,168
"665",2016,30,"coffin",24.35,23.3992857142857,23.32,22.48,168
"666",2016,31,"coffin",25.22,24.1155952380952,24,22.98,168
"667",2016,32,"coffin",24.87,23.87,23.83,23.14,168
"668",2016,33,"coffin",24.87,24.0655952380952,24.18,22.98,168
"669",2016,34,"coffin",25.04,23.5164880952381,23.49,22.14,168
"670",2016,35,"coffin",24.87,23.097619047619,22.98,22.31,168
"671",2016,36,"coffin",23.83,22.6334523809524,22.64,21.81,168
"672",2016,37,"coffin",23.14,22.0469047619048,22.14,20.66,168
"673",2016,38,"coffin",22.14,21.0846428571429,21.14,20.33,168
"674",2016,39,"coffin",21.48,19.8690977443609,19.68,18.71,133
"675",2016,22,"fichter",NA,NA,NA,NA,54
"676",2016,23,"fichter",20.17,18.1098214285714,18.23,14.89,168
"677",2016,24,"fichter",17.43,16.5494642857143,16.55,15.37,168
"678",2016,25,"fichter",21.65,19.1420833333333,19.2,17.27,168
"679",2016,26,"fichter",22.15,20.9205952380952,20.99,19.36,168
"680",2016,27,"fichter",23.66,22.0225595238095,21.82,20.66,168
"681",2016,28,"fichter",24.53,21.6671428571429,21.82,19.85,168
"682",2016,29,"fichter",24.36,23.0972619047619,23.15,21.32,168
"683",2016,30,"fichter",25.39,23.8767261904762,23.83,22.82,168
"684",2016,31,"fichter",25.22,24.23625,24.36,23.32,168
"685",2016,32,"fichter",25.57,24.1475,24.01,23.32,168
"686",2016,33,"fichter",25.74,24.1841666666667,24.18,22.98,168
"687",2016,34,"fichter",24.7,23.3476785714286,23.32,22.32,168
"688",2016,35,"fichter",24.18,23.1722619047619,23.15,22.65,168
"689",2016,36,"fichter",23.15,22.3892261904762,22.32,21.82,168
"690",2016,37,"fichter",23.32,22.0310714285714,22.15,20.82,168
"691",2016,38,"fichter",22.65,21.2309523809524,21.15,20.66,168
"692",2016,39,"fichter",21.82,19.8445112781955,19.68,18.72,133
"693",2016,22,"midge",NA,NA,NA,NA,54
"694",2016,23,"midge",21.97,19.8857738095238,20.16,17.73,168
"695",2016,24,"midge",17.57,16.1991666666667,16.13,15.03,168
"696",2016,25,"midge",22.63,19.8277380952381,20.48,15.82,168
"697",2016,26,"midge",24,22.4066071428571,22.81,20.32,168
"698",2016,27,"midge",24.87,22.9193452380952,22.81,21.8,168
"699",2016,28,"midge",24.52,22.881369047619,22.81,21.47,168
"700",2016,29,"midge",25.21,24.2430357142857,24.34,23.14,168
"701",2016,30,"midge",25.56,24.4697619047619,24.34,23.66,168
"702",2016,31,"midge",25.56,24.2723214285714,24.17,23.14,168
"703",2016,32,"midge",26.08,25.0482142857143,24.87,24.17,168
"704",2016,33,"midge",26.43,25.0089285714286,25.04,23.66,168
"705",2016,34,"midge",24.69,23.8424404761905,23.83,22.81,168
"706",2016,35,"midge",24.52,23.7888095238095,23.83,23.14,168
"707",2016,36,"midge",23.48,22.5569047619048,22.47,21.8,168
"708",2016,37,"midge",24,22.5232142857143,22.47,21.47,168
"709",2016,38,"midge",22.47,21.6575,21.47,21.13,168
"710",2016,39,"midge",22.3,20.1896992481203,19.83,18.86,133
"711",2016,22,"newbury",NA,NA,NA,NA,54
"712",2016,23,"newbury",19.53,17.231130952381,18.07,11.63,168
"713",2016,24,"newbury",19.37,16.9131547619048,16.95,15.68,168
"714",2016,25,"newbury",21.16,19.3791666666667,19.69,16.63,168
"715",2016,26,"newbury",22.83,20.654880952381,20.67,17.43,168
"716",2016,27,"newbury",25.24,22.3510119047619,22.16,20.83,168
"717",2016,28,"newbury",23.16,21.1527380952381,21.16,19.21,168
"718",2016,29,"newbury",24.37,23.4499404761905,23.51,21.49,168
"719",2016,30,"newbury",26.11,24.4833928571429,24.37,23.16,168
"720",2016,31,"newbury",26.29,24.4544047619048,24.37,23.16,168
"721",2016,32,"newbury",25.76,24.4347023809524,24.37,23.51,168
"722",2016,33,"newbury",26.46,24.4592261904762,24.37,22.99,168
"723",2016,34,"newbury",25.07,23.3357142857143,23.245,21.99,168
"724",2016,35,"newbury",24.89,23.2878571428571,23.16,22.49,168
"725",2016,36,"newbury",23.33,22.4033928571429,22.33,21.66,168
"726",2016,37,"newbury",23.68,22.1177976190476,22.16,20.99,168
"727",2016,38,"newbury",22.83,21.3139880952381,21.16,20.67,168
"728",2016,39,"newbury",21.33,19.6036842105263,19.37,18.39,133
